review_id,review_text,sentiment
fd0def8d-c840-46fb-9289-e9f9032b02a8,"The stay was completely frustrating. The parking availability was awful, and the food quality was unacceptable.",negative
c005aabf-2aa9-4c14-bbcf-7e3f315f33ff,Do yourself a favor and skip this one. The frustrating was breakfast options and the staff friendliness was unacceptable.,negative
a49b2608-b1ea-478d-8c62-a71d3dc21b1f,"The stay was completely subpar. The air conditioning was awful, and the noise levels was unacceptable.",negative
6c446e4f-0562-4e35-840b-d6fdcbbfa9a3,"I had high hopes, but the unbearable was WiFi speed and the spa was disappointing.",negative
6c40cac0-4da0-4ace-9fa0-b6a9140a595d,"I had high hopes, but the pathetic was breakfast options and the WiFi speed was disappointing.",negative
e6c61830-4f2f-40e8-b892-d8d6d8542be8,It was a nightmare! The awful was staff friendliness and the room cleanliness was simply horrible.,negative
b1a0a9c7-8ba2-4a6d-9ce2-a6f9dd546f3a,Do yourself a favor and skip this one. The subpar was security and the room cleanliness was unacceptable.,negative
b3416eb4-868f-4fbb-bbd3-819410746cf7,"I regret booking here. The nightmarish was so breakfast options, and the gym was even worse.",negative
1c1f47d2-cc52-4261-b176-d8429d9ef74c,Avoid at all costs! The shocking was check-in process and the view from the room made it unbearable.,negative
05ece377-d5ce-40f7-8535-3161c6fd9149,Never staying here again! The disgusting was completely view from the room and the breakfast options was miserable.,negative
539c2d8a-c98e-4556-bfe3-88075b571c1c,A huge letdown. The dreadful was noise levels and the location was below standard.,negative
15e83a88-efed-4d84-958d-856a288ea80b,Avoid at all costs! The subpar was bed comfort and the check-in process made it unbearable.,negative
a5259a72-20fb-48d4-9a63-517fd4b1737a,"I regret booking here. The disgusting was so bar, and the restaurant service was even worse.",negative
2b12d242-7a63-40e0-b498-74e4476b70d9,Worst experience ever! The shocking was bed comfort and the noise levels ruined my trip.,negative
563612dc-9f55-4925-b30a-e550cf1b60b0,It was a nightmare! The poor was food quality and the air conditioning was simply horrible.,negative
3d94b006-2ab0-4ccb-9cfa-8bfd46229236,It was a nightmare! The subpar was restaurant service and the room cleanliness was simply horrible.,negative
cce2cfca-50e6-4717-a0d2-51ec90472e4f,"I had high hopes, but the dirty was security and the location was disappointing.",negative
8649f462-d361-4b88-a1b8-ff694e9b01f6,"I had high hopes, but the shocking was security and the parking availability was disappointing.",negative
fb3c9516-68c5-4fc1-b2f7-b38289401117,"I had high hopes, but the shocking was parking availability and the WiFi speed was disappointing.",negative
0a324fe3-dac3-4850-903f-85c0e2320364,Do yourself a favor and skip this one. The terrible was bed comfort and the breakfast options was unacceptable.,negative
b7cbfa36-c999-49f5-b43c-9a35bb562051,"I had high hopes, but the horrible was check-in process and the pool was disappointing.",negative
395dd2dc-73b6-4511-902a-d37a0f2f31ce,Never staying here again! The disgusting was completely WiFi speed and the bathroom facilities was miserable.,negative
f6240d15-87a9-4465-9fcc-86ddf463d285,Never staying here again! The poor was completely food quality and the staff friendliness was miserable.,negative
51a89217-8b21-491b-8afb-af5e907e3f69,Worst experience ever! The unacceptable was spa and the noise levels ruined my trip.,negative
8998861d-4933-4268-8d5b-6989346ba8aa,"I had high hopes, but the dreadful was pool and the restaurant service was disappointing.",negative
699abb91-387e-45e4-a70b-f528450464ed,"I regret booking here. The unacceptable was so staff friendliness, and the customer service was even worse.",negative
00fef494-5a89-4ea7-9841-9a0da604eb42,Avoid at all costs! The shocking was spa and the parking availability made it unbearable.,negative
df347e9b-7d2b-438a-a613-ada7353c25a1,It was a nightmare! The poor was bed comfort and the bathroom facilities was simply horrible.,negative
7c3dd9c4-d154-4c4a-9e05-a47f08e8a096,"I had high hopes, but the dreadful was bed comfort and the noise levels was disappointing.",negative
e1a3d41f-04dd-4c79-b419-5f64d10905e6,"I regret booking here. The unbearable was so room cleanliness, and the bar was even worse.",negative
0bb7297a-c66e-453c-8c55-11cbe70cf214,Never staying here again! The nightmarish was completely breakfast options and the customer service was miserable.,negative
608dab78-290e-4106-906e-aa7e4f580d70,Do yourself a favor and skip this one. The unbearable was security and the check-in process was unacceptable.,negative
9cf059a5-3dcf-46f9-8cff-8a795004e309,Avoid at all costs! The awful was spa and the staff friendliness made it unbearable.,negative
0346b021-45cb-49c0-8fb8-da1c68603f76,"I had high hopes, but the poor was gym and the bar was disappointing.",negative
78700206-8458-40a8-8a55-98b8a77e085f,It was a nightmare! The disgusting was bathroom facilities and the room cleanliness was simply horrible.,negative
697af426-4f61-4da0-8f42-c26fbb82e600,A huge letdown. The awful was bathroom facilities and the breakfast options was below standard.,negative
