review_id,review_text,sentiment
2d94e79f-b82a-4abd-86af-8b7e11461098,"Everything about this stay was amazing! The outstanding was restaurant service, and the bathroom facilities made my stay even better.",positive
cbffe436-e392-41b9-b0ce-c5c818b52fd4,"If you're looking for a great stay, this is the place! The amazing was breakfast options, and the spa was top-tier.",positive
f037fd4c-2f33-4fb1-9823-d07ed9fc8d08,"If you're looking for a great stay, this is the place! The spotless was location, and the security was top-tier.",positive
0c7fa00b-e36f-41ff-b386-f87eb46e91d3,"Highly recommend this place! The luxurious was view from the room, and the noise levels was simply fantastic.",positive
c50ea01a-f9e5-4a2d-b53e-85d84e4df587,"If you're looking for a great stay, this is the place! The fantastic was bathroom facilities, and the restaurant service was top-tier.",positive
b86a7ec0-246c-43ab-8d4c-c9e3d9412046,"The stay was delightful. The noise levels was amazing, and the spa was beyond my expectations.",positive
9c4a48e4-7fc8-4a45-a7a6-534ab86be2ab,"If you're looking for a great stay, this is the place! The comfortable was bed comfort, and the spa was top-tier.",positive
88bd0477-ffb4-49cd-bb93-169cd0c46f84,It was the best! The incredible was food quality and the customer service made the experience perfect.,positive
1b4e48cf-bc8e-488e-80b1-5838d40dd690,It was the best! The unbelievable was WiFi speed and the security made the experience perfect.,positive
c36f35fa-2876-4a71-a23d-d96c36a99de2,"I loved the place! The luxurious was so room cleanliness, and the breakfast options made my stay truly special.",positive
6c0961b4-ccc7-4296-a09f-25872cd11544,"Can't wait to come back! The fantastic was fantastic, and the view from the room was just perfect.",positive
0d13b6da-96a8-44ec-ae8d-b30c9e9d4219,Best decision ever! The superb was room cleanliness and the bathroom facilities was a delight.,positive
8294d67a-2fa3-44ad-a5b8-0f61c01ad3b4,"Highly recommend this place! The fantastic was check-in process, and the bathroom facilities was simply fantastic.",positive
2b2eac9e-28ae-4771-8d8b-6aa8e9c7d998,"Everything about this stay was amazing! The perfect was view from the room, and the restaurant service made my stay even better.",positive
0e5a13e5-631d-4e14-ac69-074227ccf8cf,"If you're looking for a great stay, this is the place! The top-notch was pool, and the bathroom facilities was top-tier.",positive
6206fa35-85d7-4c8a-9d23-3b01a7ee5058,"Can't wait to come back! The outstanding was fantastic, and the customer service was just perfect.",positive
dee0fd1e-9f86-47ab-9918-012b06bb795c,I had an unforgettable experience. The unbelievable was noise levels and the food quality was spectacular.,positive
3b3d3edd-bf7d-43aa-b27d-2ff06f21a7fa,It was the best! The delightful was noise levels and the restaurant service made the experience perfect.,positive
407bb15c-6c9f-41ed-99fa-642b3af7e650,"Can't wait to come back! The incredible was fantastic, and the noise levels was just perfect.",positive
0e10747c-9e6a-4c1f-b9f9-0da6477a7285,"I loved the place! The incredible was so gym, and the staff friendliness made my stay truly special.",positive
084319a5-4df5-46fe-8c54-e103b2eac2d5,"Everything about this stay was amazing! The exceptional was bar, and the check-in process made my stay even better.",positive
24fea6cf-a56f-4250-9356-12dd24e92591,"Highly recommend this place! The delightful was air conditioning, and the gym was simply fantastic.",positive
0d566eca-c534-4ba4-add0-a639c1607803,"Can't wait to come back! The outstanding was fantastic, and the view from the room was just perfect.",positive
ddca514f-9d9f-458a-bc7b-81f35ab9b1e1,"Everything about this stay was amazing! The perfect was view from the room, and the location made my stay even better.",positive
94a80bb6-482d-481f-bcc1-df19fa0cbe6e,"Exceeded all my expectations! The perfect was breakfast options, and the check-in process was the best part of my trip.",positive
700e2269-61af-43bb-b63b-2901d4058fda,"Exceeded all my expectations! The luxurious was spa, and the bar was the best part of my trip.",positive
6b8bf98e-dee5-4cc2-a51a-1bf458f2d137,"If you're looking for a great stay, this is the place! The breathtaking was security, and the room cleanliness was top-tier.",positive
693e9a63-99be-401e-ab3f-762689512ce3,"I loved the place! The spotless was so bar, and the bathroom facilities made my stay truly special.",positive
ae5c34d3-207e-4688-9ac9-5564aaa23e89,Best decision ever! The cozy was bed comfort and the view from the room was a delight.,positive
41a81376-5247-4925-be80-6cacccdf38a3,I had an unforgettable experience. The perfect was parking availability and the gym was spectacular.,positive
a46a6405-27a4-4af8-b2f8-035d4c2b5801,"Can't wait to come back! The cozy was fantastic, and the breakfast options was just perfect.",positive
593f5f81-a45c-41c3-85d9-8568cc90a5cd,Best decision ever! The exceptional was room cleanliness and the staff friendliness was a delight.,positive
f041d13b-dedf-4872-a013-98ff9c92662c,"Exceeded all my expectations! The luxurious was parking availability, and the bathroom facilities was the best part of my trip.",positive
c8ce8ac9-4c99-41ef-9b05-c031fe83e581,"Everything about this stay was amazing! The cozy was location, and the noise levels made my stay even better.",positive
93591d77-102b-49a8-b534-e6e6d29eaabc,Best decision ever! The spotless was spa and the location was a delight.,positive
80c65c3a-bb86-45e0-930d-3bf1c8df0231,I had an unforgettable experience. The superb was gym and the customer service was spectacular.,positive
0161e3b6-b25c-4464-b05d-341229aa55f5,"Can't wait to come back! The top-notch was fantastic, and the bed comfort was just perfect.",positive
55bddb6c-fd50-4391-8c43-4e4eef15dc16,"Everything about this stay was amazing! The incredible was restaurant service, and the noise levels made my stay even better.",positive
39543be3-df54-4096-8a98-7788c02dc76a,"Can't wait to come back! The outstanding was fantastic, and the restaurant service was just perfect.",positive
1ffa00aa-083c-4024-900f-04136f10860b,"Highly recommend this place! The unbelievable was bed comfort, and the view from the room was simply fantastic.",positive
f27479a0-8ff3-4201-b85b-3c1dc32d1ec8,"Everything about this stay was amazing! The superb was room cleanliness, and the view from the room made my stay even better.",positive
ee82b1a0-cbe6-48bf-ae8a-aac255e8dcd5,"The stay was exceptional. The room cleanliness was amazing, and the staff friendliness was beyond my expectations.",positive
8302a32a-e320-45ef-bab7-91c3916ec48d,"Exceeded all my expectations! The exceptional was room cleanliness, and the food quality was the best part of my trip.",positive
312c35e4-6aa2-400e-b1ed-8d9e633981c5,I had an unforgettable experience. The incredible was noise levels and the bathroom facilities was spectacular.,positive
6b7c7ec0-b100-4f65-9a96-7a76bc4bc0b8,"The stay was unbelievable. The WiFi speed was amazing, and the room cleanliness was beyond my expectations.",positive
35f6728a-2643-4f5c-bc7a-57cc7f7b96a1,"Highly recommend this place! The breathtaking was parking availability, and the bar was simply fantastic.",positive
d9f975d3-e7f5-4541-8776-1d2d46ba65d2,"The stay was breathtaking. The gym was amazing, and the food quality was beyond my expectations.",positive
f7dc5b40-9d97-48a0-a29c-51ca40e1a5a5,"Highly recommend this place! The delightful was customer service, and the air conditioning was simply fantastic.",positive
ecb85d8b-1507-4dbe-87ec-d20d770a7f67,It was the best! The exceptional was check-in process and the bathroom facilities made the experience perfect.,positive
087ac8f0-b216-47f6-b7ab-8bf0fe663330,"Highly recommend this place! The cozy was location, and the WiFi speed was simply fantastic.",positive
1ba3c8e6-d45b-42e2-b870-eee70ca182c7,Best decision ever! The unbelievable was bed comfort and the pool was a delight.,positive
b2433211-dd27-44c7-9e5a-a0cd51c2cebb,"Exceeded all my expectations! The exceptional was bar, and the security was the best part of my trip.",positive
ab12cb32-1975-4c9a-90c6-78c0274e6d93,Best decision ever! The amazing was air conditioning and the breakfast options was a delight.,positive
2d0a88c9-a9c6-4b77-8b0e-069245b0beeb,"Highly recommend this place! The unbelievable was security, and the restaurant service was simply fantastic.",positive
29ce9358-f252-42cb-b555-281c6b437a84,"Highly recommend this place! The luxurious was staff friendliness, and the customer service was simply fantastic.",positive
9fc8ab8e-805e-4685-9b75-23bcc3c3205f,"Exceeded all my expectations! The superb was food quality, and the security was the best part of my trip.",positive
5d52eb27-8a33-415e-8509-bdcbfe61c8c5,I had an unforgettable experience. The breathtaking was noise levels and the bar was spectacular.,positive
9a0a369f-7237-40b9-815c-53d3231fd694,"Can't wait to come back! The comfortable was fantastic, and the food quality was just perfect.",positive
c4dd0041-3527-48a3-9318-022fffc679ea,"If you're looking for a great stay, this is the place! The luxurious was parking availability, and the WiFi speed was top-tier.",positive
074a63c1-a377-4c9f-8040-8cdbe383ca11,"The stay was unbelievable. The check-in process was amazing, and the pool was beyond my expectations.",positive
d3f75829-0c74-4618-b672-88b24a7fb29a,"Everything about this stay was amazing! The unbelievable was gym, and the view from the room made my stay even better.",positive
136465d2-ae89-4c7a-a13c-4d66212f580a,"If you're looking for a great stay, this is the place! The comfortable was spa, and the gym was top-tier.",positive
60fde2ab-4dbd-44dd-b20c-ecb4b2dac470,"Highly recommend this place! The superb was breakfast options, and the WiFi speed was simply fantastic.",positive
528b408b-ecad-4f63-841e-04a088b6389a,"If you're looking for a great stay, this is the place! The luxurious was pool, and the bed comfort was top-tier.",positive
564439ee-3b5a-40d5-9730-4107a2b95491,"Everything about this stay was amazing! The spotless was spa, and the security made my stay even better.",positive
ca22e40e-e2a1-464d-9157-015b5bc4d048,It was the best! The exceptional was noise levels and the bed comfort made the experience perfect.,positive
bf560c45-664a-47ee-a0f3-f8bc84340d65,"Everything about this stay was amazing! The top-notch was parking availability, and the room cleanliness made my stay even better.",positive
9a8213f6-334b-4217-b472-476d323e8acb,"I loved the place! The exceptional was so bed comfort, and the security made my stay truly special.",positive
ae594ee3-15be-40d5-b1bf-003e82188b72,"I loved the place! The cozy was so WiFi speed, and the food quality made my stay truly special.",positive
9bf6ee76-e927-41a0-b830-39f0828fedba,"Everything about this stay was amazing! The amazing was security, and the breakfast options made my stay even better.",positive
c18ec757-934a-479e-ae35-db0736ba2c4b,"Everything about this stay was amazing! The unbelievable was gym, and the staff friendliness made my stay even better.",positive
0ffe0945-d26b-45c4-ba67-1703372a79c1,It was the best! The superb was WiFi speed and the restaurant service made the experience perfect.,positive
a4101a57-34f1-49b2-8028-dae5f2a7d784,"The stay was incredible. The location was amazing, and the gym was beyond my expectations.",positive
7d2a5413-e251-4444-92a5-b8442a373d6d,"If you're looking for a great stay, this is the place! The amazing was air conditioning, and the security was top-tier.",positive
1632f027-043a-432e-bfbb-199158fe7459,"I loved the place! The spotless was so bed comfort, and the security made my stay truly special.",positive
9b2f3ab7-c496-41c5-a021-cc94fed361b3,"The stay was luxurious. The staff friendliness was amazing, and the noise levels was beyond my expectations.",positive
