review_id,review_text,sentiment,review_text
a1b9912a-476e-4b58-b8fd-94ff635ffb8c,"If you're looking for a basic flight, this is okay. The acceptable was legroom, and the turbulence handling was neutral.",neutral,"If you're looking for a basic flight, this is okay. The acceptable was legroom, and the turbulence handling was neutral."
2806afa5-2979-4e19-b439-1139aad110c0,"Nothing too exciting. The standard was ticket pricing, and the flight entertainment was just okay.",neutral,"Nothing too exciting. The standard was ticket pricing, and the flight entertainment was just okay."
76c63b5b-0495-44ef-b0d9-f7e802204fa6,"An ordinary experience. The fair was aircraft cleanliness, and the flight entertainment was nothing to rave about.",neutral,"An ordinary experience. The fair was aircraft cleanliness, and the flight entertainment was nothing to rave about."
a095eb20-e438-4264-a667-3596acf6a360,"A decent flight. The decent was in-flight announcements, and the check-in process could have been better.",neutral,"A decent flight. The decent was in-flight announcements, and the check-in process could have been better."
58faee00-5957-4c60-8f37-a8b2f3de0cac,"Fairly standard. The standard was punctuality, and the ticket pricing was neither good nor bad.",neutral,"Fairly standard. The standard was punctuality, and the ticket pricing was neither good nor bad."
6ab8b695-5df3-42f9-8d87-63b5f00f6104,"A decent flight. The fair was check-in process, and the customer service could have been better.",neutral,"A decent flight. The fair was check-in process, and the customer service could have been better."
1519d812-cf28-493a-86ef-c01a53253702,"Nothing too exciting. The okay was food quality, and the customer service was just okay.",neutral,"Nothing too exciting. The okay was food quality, and the customer service was just okay."
9f15799c-3e64-4cf5-bb6a-56812860398d,"An ordinary experience. The acceptable was WiFi speed, and the snack options was nothing to rave about.",neutral,"An ordinary experience. The acceptable was WiFi speed, and the snack options was nothing to rave about."
a61856f0-a6b0-430b-8a50-599472533ec5,"The flight was standard. The legroom was okay, and the food quality was neither great nor bad.",neutral,"The flight was standard. The legroom was okay, and the food quality was neither great nor bad."
fb6c0db4-3aef-4a1d-b1de-965ba83a64f1,"An ordinary experience. The decent was seat comfort, and the in-flight announcements was nothing to rave about.",neutral,"An ordinary experience. The decent was seat comfort, and the in-flight announcements was nothing to rave about."
aff13456-d116-4056-8935-0d6a2434f3ed,"Nothing too exciting. The okay was in-flight announcements, and the seat comfort was just okay.",neutral,"Nothing too exciting. The okay was in-flight announcements, and the seat comfort was just okay."
2fa598bd-7133-46a4-a272-ea9670fed61e,"A decent flight. The mediocre was punctuality, and the air conditioning could have been better.",neutral,"A decent flight. The mediocre was punctuality, and the air conditioning could have been better."
72f65ebd-d1dc-485f-8192-66c5323ec8e2,"If you're looking for a basic flight, this is okay. The average was aircraft cleanliness, and the in-flight announcements was neutral.",neutral,"If you're looking for a basic flight, this is okay. The average was aircraft cleanliness, and the in-flight announcements was neutral."
9df43ba6-04f5-4f10-9875-3b87556b7c0e,"The flight was okay. The legroom was okay, and the seat comfort was neither great nor bad.",neutral,"The flight was okay. The legroom was okay, and the seat comfort was neither great nor bad."
5bb746b8-7651-48d0-84ea-56e375abb0eb,"An ordinary experience. The acceptable was snack options, and the aircraft cleanliness was nothing to rave about.",neutral,"An ordinary experience. The acceptable was snack options, and the aircraft cleanliness was nothing to rave about."
b5063800-5ade-4486-82f8-84efe2f7ecbb,"A decent flight. The okay was air conditioning, and the legroom could have been better.",neutral,"A decent flight. The okay was air conditioning, and the legroom could have been better."
9bbee7f9-5937-4326-9e0a-97bd472822bd,"Pretty average overall. The fair was in-flight announcements, and the security was nothing special.",neutral,"Pretty average overall. The fair was in-flight announcements, and the security was nothing special."
4cf264f2-137f-4df8-9c48-c8264ab9f5ca,"Not the best, not the worst—just fair. The turbulence handling was fine, and the overhead storage was acceptable.",neutral,"Not the best, not the worst—just fair. The turbulence handling was fine, and the overhead storage was acceptable."
38e29711-4217-486d-8966-53b9eb3c68f9,"Nothing too exciting. The fair was turbulence handling, and the food quality was just okay.",neutral,"Nothing too exciting. The fair was turbulence handling, and the food quality was just okay."
a4026eb6-481d-4b67-8e90-afe85111116d,"An ordinary experience. The acceptable was overhead storage, and the boarding process was nothing to rave about.",neutral,"An ordinary experience. The acceptable was overhead storage, and the boarding process was nothing to rave about."
bda8fd2a-dacf-4aba-8d46-a3dc6a2f36da,"Fairly standard. The standard was seat comfort, and the turbulence handling was neither good nor bad.",neutral,"Fairly standard. The standard was seat comfort, and the turbulence handling was neither good nor bad."
6c5e3550-bc6c-460e-b585-dc3d5788ba0b,"The flight was okay. The legroom was okay, and the snack options was neither great nor bad.",neutral,"The flight was okay. The legroom was okay, and the snack options was neither great nor bad."
